ID,female,age,time,pref_15,region_15,ew_15,pref,region,ew,itemID_1,itemID_2,itemID_3,itemID_4,itemID_5,itemID_6,itemID_7,itemID_8,itemID_9,itemID_10
10033,1,3,361,0,0,0,0,0,0,0,8,2,7,5,1,4,3,6,9
4315,0,3,416,26,6,1,26,6,1,1,0,7,4,3,2,5,8,9,6
8382,1,1,285,0,0,0,0,0,0,7,5,0,2,1,6,8,9,3,4
9555,1,1,241,29,6,1,29,6,1,4,7,1,0,3,5,2,8,6,9
5385,0,3,276,13,3,0,14,3,0,2,7,5,4,3,8,6,0,1,9
8397,1,2,219,2,1,0,2,1,0,0,4,5,3,7,2,6,9,8,1
3371,0,3,301,18,5,0,11,3,0,7,2,5,3,8,0,4,6,1,9
5245,0,1,224,41,9,1,41,9,1,4,5,7,1,8,0,3,2,9,6
8004,1,2,334,26,6,1,26,6,1,0,5,1,6,4,3,9,8,7,2
8791,1,1,316,30,7,1,30,7,1,4,0,1,5,3,6,7,9,8,2
9936,1,0,285,11,3,0,11,3,0,4,5,1,7,2,0,3,8,9,6
1432,1,1,168,18,5,0,18,5,0,3,2,8,5,4,0,9,1,7,6
8518,1,1,270,46,10,1,46,10,1,2,3,8,9,7,6,5,1,0,4
9389,1,5,673,8,3,0,11,3,0,7,4,2,5,3,0,8,6,1,9
9472,1,1,276,16,3,0,28,6,1,7,1,4,5,3,0,6,2,8,9
3953,0,4,256,29,6,1,29,6,1,0,2,1,8,7,5,9,6,3,4
8924,1,0,185,7,2,0,7,2,0,5,7,6,2,0,3,8,1,9,4
8393,1,2,204,39,9,1,39,9,1,7,4,5,2,1,6,8,3,0,9
5869,0,3,206,26,6,1,26,6,1,6,2,4,0,5,1,7,8,3,9
4333,0,2,330,13,3,0,13,3,0,7,5,2,6,1,4,8,3,9,0
3105,0,3,603,18,5,0,18,5,0,8,3,7,1,4,5,2,0,9,6
4367,0,5,481,2,1,0,2,1,0,7,2,8,3,9,1,5,0,4,6
1546,0,2,222,13,3,0,14,3,0,7,2,4,5,8,3,0,6,9,1
8819,1,2,429,39,9,1,39,9,1,5,4,7,1,0,8,2,9,3,6
1128,0,4,306,13,3,0,13,3,0,7,2,4,6,0,1,3,5,8,9
9230,1,2,337,19,5,0,19,5,0,7,2,6,0,8,9,3,5,1,4
3527,0,2,216,11,3,0,13,3,0,4,7,5,2,0,3,1,8,6,9
9970,1,1,241,13,3,0,13,3,0,7,5,1,4,0,8,3,9,2,6
6621,0,3,216,17,4,0,14,3,0,1,4,7,5,0,3,2,8,6,9
9679,1,1,301,29,6,1,29,6,1,0,1,3,8,6,5,2,7,4,9
3509,0,2,195,0,0,0,0,0,0,1,2,3,7,8,0,6,5,9,4
1578,0,2,464,25,6,1,25,6,1,4,7,5,8,2,0,1,3,6,9
9303,1,1,337,12,3,0,12,3,0,7,2,9,8,6,3,0,1,5,4
4669,0,2,288,17,4,0,17,4,0,7,0,1,6,2,3,5,8,9,4
3109,0,3,283,43,9,1,39,9,1,4,7,5,0,3,2,8,1,6,9
3361,0,1,274,25,6,1,25,6,1,2,5,0,8,9,7,3,1,6,4
1007,0,1,273,29,6,1,18,5,0,7,5,4,1,8,3,2,0,6,9
8967,1,2,378,2,1,0,4,1,0,1,7,5,2,8,3,6,9,0,4
8963,1,1,190,18,5,0,18,5,0,0,7,4,5,2,8,1,6,9,3
3531,0,2,360,37,8,1,37,8,1,3,4,5,7,9,2,0,1,8,6
1633,1,1,274,29,6,1,29,6,1,1,2,7,8,5,4,3,6,9,0
8129,1,1,261,15,4,0,15,4,0,4,2,0,9,3,1,7,6,5,8
4531,0,2,324,14,3,0,13,3,0,7,5,4,2,0,8,3,1,9,6
10081,1,2,368,20,2,0,20,2,0,4,0,3,5,1,7,6,9,2,8
1428,0,1,316,43,9,1,4,1,0,4,5,2,7,3,0,1,6,9,8
1852,1,1,536,38,8,1,38,8,1,2,6,3,7,0,8,9,1,5,4
4537,0,2,224,14,3,0,14,3,0,7,4,8,0,1,6,5,2,9,3
1557,1,1,234,25,6,1,25,6,1,7,4,5,2,8,3,0,1,9,6
4949,0,1,258,7,2,0,7,2,0,3,1,0,7,5,9,2,8,6,4
1130,0,3,280,18,5,0,23,6,1,3,1,7,2,4,5,8,0,9,6
1698,1,3,581,18,5,0,12,3,0,5,3,7,8,2,6,9,4,1,0
1109,1,2,420,13,3,0,11,3,0,7,5,4,2,1,0,6,3,8,9
5825,0,3,253,26,6,1,26,6,1,4,7,2,1,3,5,9,0,8,6
6977,0,3,248,13,3,0,14,3,0,7,5,1,6,9,2,8,0,4,3
1122,0,3,222,14,3,0,14,3,0,7,4,2,5,3,0,8,1,9,6
8886,1,2,361,8,3,0,14,3,0,7,5,2,8,1,6,3,0,4,9
8450,1,3,238,14,3,0,14,3,0,2,8,0,3,7,9,6,1,4,5
4121,0,2,215,16,3,0,16,3,0,7,2,5,6,1,8,0,3,9,4
5397,0,1,260,29,6,1,29,6,1,7,4,2,3,1,5,8,9,0,6
9143,1,1,186,24,5,0,14,3,0,7,0,1,3,2,9,8,6,5,4
9113,1,2,327,26,6,1,26,6,1,5,7,0,4,2,1,8,9,3,6
9270,1,2,823,19,5,0,18,5,0,6,9,1,3,0,7,8,2,5,4
1895,1,0,298,18,5,0,18,5,0,7,2,8,0,6,5,3,9,1,4
5049,0,3,415,26,6,1,26,6,1,7,4,2,1,5,8,6,3,9,0
3765,0,3,336,36,8,1,36,8,1,4,0,3,2,1,7,9,8,6,5
4219,0,2,244,14,3,0,14,3,0,4,7,5,1,6,3,9,0,8,2
7023,0,1,292,25,6,1,14,3,0,7,8,2,4,1,9,0,3,6,5
4053,0,3,370,16,3,0,13,3,0,7,3,4,1,2,0,8,5,6,9
9166,1,2,171,11,3,0,11,3,0,4,7,5,1,0,3,8,6,2,9
8884,1,2,513,13,3,0,13,3,0,2,8,1,7,9,6,0,3,5,4
6417,0,1,239,27,6,1,13,3,0,4,0,1,5,3,8,2,7,6,9
3325,0,3,267,13,3,0,36,8,1,4,5,7,0,1,3,2,6,8,9
9564,1,1,183,40,9,1,40,9,1,7,2,8,9,6,1,0,3,4,5
3125,0,4,378,23,6,1,23,6,1,1,7,0,4,2,5,6,8,3,9
8810,1,1,191,26,6,1,25,6,1,7,5,0,8,3,2,9,6,1,4
5789,0,2,252,12,3,0,12,3,0,2,0,5,7,1,6,4,8,9,3
8471,1,1,250,13,3,0,13,3,0,5,6,2,8,0,3,9,4,1,7
8557,1,2,300,35,8,1,14,3,0,0,2,3,1,7,6,4,5,8,9
8052,1,2,189,10,3,0,10,3,0,4,5,0,3,1,9,8,2,6,7
5055,0,3,411,0,0,0,0,0,0,3,0,2,7,4,5,8,1,6,9
8461,1,2,342,13,3,0,12,3,0,7,4,2,0,5,8,3,6,9,1
6783,0,0,363,25,6,1,25,6,1,4,1,7,3,2,6,5,0,8,9
1539,1,3,399,14,3,0,14,3,0,1,6,3,9,2,8,0,7,4,5
6275,0,0,463,13,3,0,13,3,0,6,7,0,1,2,3,4,5,8,9
1429,0,1,204,31,7,1,35,8,1,7,4,8,5,0,1,2,3,6,9
9024,1,2,333,37,8,1,26,6,1,0,9,5,3,1,8,6,7,4,2
7229,0,1,321,13,3,0,12,3,0,7,5,1,8,2,6,3,0,9,4
4471,0,3,288,34,7,1,11,3,0,0,7,4,1,3,8,2,6,9,5
10124,1,1,282,12,3,0,12,3,0,5,6,7,2,8,0,1,4,3,9
8996,1,2,374,12,3,0,14,3,0,7,4,5,2,8,1,3,0,9,6
7187,0,0,272,39,9,1,39,9,1,1,0,9,7,3,2,4,5,8,6
4093,0,2,266,11,3,0,13,3,0,7,4,1,2,0,3,5,8,6,9
5941,0,3,236,13,3,0,13,3,0,4,7,2,8,5,0,9,3,6,1
1999,0,3,256,34,7,1,31,7,1,7,2,3,0,6,1,9,5,8,4
3749,0,1,226,11,3,0,11,3,0,4,0,3,1,5,8,9,7,6,2
1037,1,2,322,14,3,0,11,3,0,7,1,2,8,5,0,3,6,9,4
5141,0,3,259,14,3,0,12,3,0,4,7,1,3,5,8,0,2,9,6
7059,0,1,187,29,6,1,29,6,1,1,0,6,7,3,2,8,4,5,9
8974,1,2,394,13,3,0,13,3,0,7,2,4,3,5,8,0,6,9,1
9144,1,1,255,11,3,0,11,3,0,4,2,1,5,8,9,7,6,0,3
9343,1,2,225,22,2,0,26,6,1,4,5,0,7,2,1,3,6,8,9
6091,0,2,170,39,9,1,42,9,1,0,1,8,3,2,6,7,9,5,4
10041,1,2,263,26,6,1,26,6,1,4,2,7,8,3,6,1,9,5,0
8473,1,2,464,14,3,0,14,3,0,5,7,1,4,8,0,2,6,9,3
9185,1,0,430,34,7,1,34,7,1,3,0,7,2,1,9,8,6,5,4
1245,1,1,249,29,6,1,29,6,1,5,0,7,3,8,6,4,1,9,2
1794,1,1,268,11,3,0,11,3,0,7,2,8,5,6,1,4,0,9,3
1849,1,0,371,30,7,1,30,7,1,9,8,5,2,7,1,6,3,0,4
1672,0,4,256,26,6,1,13,3,0,7,3,4,2,5,0,8,1,6,9
9999,1,2,495,2,1,0,14,3,0,4,7,2,3,5,0,8,1,6,9
9414,1,2,294,29,6,1,29,6,1,7,3,0,5,2,8,1,6,9,4
7249,0,2,788,46,10,1,46,10,1,4,7,0,5,2,8,3,1,6,9
6287,0,4,665,29,6,1,29,6,1,7,5,8,4,2,0,3,1,9,6
8928,1,2,316,0,0,0,29,6,1,0,4,5,7,2,3,1,8,9,6
8046,1,2,219,31,7,1,14,3,0,5,0,1,9,6,3,8,4,7,2
1520,1,1,429,25,6,1,23,6,1,5,4,3,0,7,8,2,6,1,9
8463,1,1,267,19,5,0,19,5,0,0,6,9,1,8,7,2,4,5,3
9757,1,3,367,13,3,0,13,3,0,7,9,5,4,8,2,6,1,0,3
10107,1,2,341,18,5,0,19,5,0,7,1,8,5,2,0,4,9,6,3
1941,1,2,417,12,3,0,12,3,0,1,2,7,0,5,8,3,6,9,4
1842,0,3,313,0,0,0,0,0,0,4,5,7,3,1,2,8,6,9,0
3267,0,2,233,8,3,0,8,3,0,7,5,2,6,0,8,3,1,9,4
9356,1,2,372,18,5,0,19,5,0,4,7,0,1,2,5,8,6,3,9
1517,1,4,489,13,3,0,14,3,0,4,7,3,0,5,6,8,2,9,1
6881,0,2,305,14,3,0,14,3,0,7,4,2,1,0,3,6,8,9,5
1838,0,2,261,32,7,1,26,6,1,7,5,4,2,6,3,1,8,9,0
9544,1,1,237,7,2,0,7,2,0,4,7,1,2,8,0,9,5,6,3
8271,1,2,346,13,3,0,13,3,0,5,7,0,8,2,6,9,3,1,4
4743,0,2,450,29,6,1,29,6,1,7,8,1,4,5,0,6,3,9,2
4227,0,2,353,3,1,0,3,1,0,4,7,3,2,5,6,8,1,9,0
8048,1,3,266,8,3,0,13,3,0,2,0,8,3,6,9,1,7,5,4
4973,0,3,248,13,3,0,13,3,0,4,7,5,2,8,0,1,3,6,9
4377,0,2,283,31,7,1,14,3,0,4,5,0,7,2,8,3,9,1,6
5879,0,2,527,11,3,0,13,3,0,7,5,6,3,4,8,1,0,2,9
3481,0,1,189,29,6,1,29,6,1,1,7,0,2,5,3,8,4,6,9
4177,0,2,202,8,3,0,8,3,0,7,2,1,0,8,6,5,3,4,9
6681,0,3,281,7,2,0,13,3,0,0,5,7,8,2,4,9,1,6,3
1508,0,2,221,0,0,0,0,0,0,5,4,0,2,7,8,6,3,9,1
8934,1,3,585,21,2,0,20,2,0,4,1,3,0,9,6,7,2,8,5
9201,1,2,208,13,3,0,13,3,0,5,7,2,8,0,1,6,9,3,4
3797,0,2,290,11,3,0,13,3,0,4,7,5,8,1,2,0,3,6,9
1497,1,3,294,16,3,0,16,3,0,6,3,2,0,5,8,9,7,1,4
6297,0,3,300,26,6,1,26,6,1,2,7,3,4,5,8,0,1,9,6
4611,0,2,243,12,3,0,12,3,0,7,4,5,1,0,2,8,3,9,6
7161,0,2,271,25,6,1,14,3,0,6,4,1,3,5,0,7,9,8,2
8250,1,2,307,0,0,0,0,0,0,0,1,2,3,5,9,8,6,4,7
4725,0,2,244,29,6,1,13,3,0,2,1,8,0,6,7,3,9,4,5
3445,0,3,243,12,3,0,11,3,0,7,0,2,4,8,5,3,6,9,1
5615,0,1,244,19,5,0,19,5,0,0,5,4,8,9,6,1,7,2,3
1509,0,3,456,18,5,0,18,5,0,5,4,1,2,8,3,0,9,7,6
1862,1,1,364,11,3,0,11,3,0,0,7,6,3,8,5,2,9,1,4
8985,1,2,237,13,3,0,11,3,0,0,7,2,1,4,5,6,8,3,9
4313,0,3,196,9,3,0,9,3,0,4,7,3,2,8,9,0,5,1,6
8757,1,1,187,13,3,0,13,3,0,5,3,2,6,1,7,0,8,9,4
9405,1,2,352,18,5,0,19,5,0,4,7,1,5,8,6,0,3,2,9
8001,1,1,274,28,6,1,28,6,1,4,7,5,1,2,8,0,6,3,9
5933,0,0,221,0,0,0,0,0,0,5,7,2,6,0,8,9,4,3,1
5369,0,4,279,13,3,0,12,3,0,2,4,1,7,0,6,3,5,8,9
4269,0,2,272,13,3,0,13,3,0,7,1,2,5,9,6,0,8,3,4
8763,1,1,214,25,6,1,25,6,1,5,1,8,7,2,0,6,4,3,9
8356,1,1,271,26,6,1,8,3,0,0,2,3,5,8,7,9,4,6,1
7165,0,2,286,12,3,0,12,3,0,6,3,0,7,1,8,2,4,5,9
9810,1,2,241,27,6,1,27,6,1,7,1,2,0,8,6,3,9,5,4
5047,0,5,320,14,3,0,14,3,0,7,4,8,1,5,0,2,9,3,6
8264,1,2,199,15,4,0,7,2,0,7,1,0,2,8,3,6,9,4,5
9293,1,3,219,26,6,1,26,6,1,8,5,2,3,0,7,4,9,1,6
2,0,2,319,12,3,0,27,6,1,7,1,4,5,6,2,3,0,8,9
5673,0,2,240,6,1,0,6,1,0,2,7,6,1,8,4,5,0,3,9
10098,1,2,236,18,5,0,18,5,0,5,7,0,3,2,1,8,9,6,4
10006,1,2,446,18,5,0,18,5,0,2,5,3,4,0,8,1,9,6,7
9526,1,2,331,39,9,1,12,3,0,4,5,1,7,2,3,8,9,6,0
1159,0,2,312,9,3,0,13,3,0,1,7,5,9,2,3,6,0,4,8
3669,0,1,185,13,3,0,0,0,0,5,7,3,1,2,6,8,0,9,4
9422,1,1,250,13,3,0,13,3,0,7,4,0,1,5,3,2,8,6,9
5873,0,2,274,18,5,0,10,3,0,0,1,3,7,2,4,5,8,9,6
8414,1,2,259,29,6,1,29,6,1,1,8,0,2,5,6,7,9,4,3
6051,0,2,517,7,2,0,7,2,0,1,4,7,3,2,9,0,5,8,6
9952,1,2,285,12,3,0,13,3,0,3,0,4,1,5,6,2,8,9,7
1292,1,0,407,13,3,0,13,3,0,7,2,1,0,8,5,9,6,3,4
9971,1,2,199,17,4,0,13,3,0,0,2,1,6,5,7,8,4,3,9
4697,0,2,406,17,4,0,12,3,0,7,4,5,0,3,9,2,8,6,1
3263,0,3,278,2,1,0,4,1,0,7,4,0,2,5,3,1,8,9,6
6643,0,5,286,0,0,0,6,1,0,7,2,5,3,0,4,6,9,1,8
6455,0,0,309,14,3,0,13,3,0,3,0,1,8,5,2,7,9,4,6
9771,1,2,294,35,8,1,35,8,1,4,5,0,1,6,9,3,7,2,8
1231,1,1,353,8,3,0,8,3,0,5,0,7,2,3,1,8,4,6,9
4179,0,4,384,0,0,0,0,0,0,7,2,4,3,1,0,6,5,9,8
1366,1,0,215,4,1,0,4,1,0,0,7,2,8,1,5,3,4,6,9
6931,0,3,251,13,3,0,26,6,1,7,2,8,0,3,9,6,5,4,1
4253,0,3,552,28,6,1,28,6,1,5,7,2,1,8,3,6,4,9,0
9415,1,2,287,25,6,1,23,6,1,7,4,2,0,1,5,8,3,6,9
7121,0,3,314,29,6,1,29,6,1,4,3,7,0,8,2,1,9,5,6
9401,1,3,317,14,3,0,14,3,0,9,2,3,0,6,1,8,7,5,4
9477,1,1,197,9,3,0,9,3,0,7,2,0,6,3,8,9,4,1,5
8243,1,2,229,26,6,1,33,7,1,7,2,0,3,8,6,9,1,4,5
1570,0,1,289,14,3,0,13,3,0,7,8,1,6,5,0,2,3,4,9
4877,0,1,211,11,3,0,11,3,0,6,0,5,1,7,4,9,3,2,8
8854,1,2,266,26,6,1,16,3,0,7,5,4,3,2,1,6,0,8,9
8294,1,1,230,19,5,0,18,5,0,3,0,1,6,9,8,2,7,5,4
8182,1,2,185,43,9,1,43,9,1,4,5,7,8,2,6,3,9,1,0
8489,1,1,245,42,9,1,39,9,1,1,6,9,4,5,7,8,2,0,3
1577,1,4,446,31,7,1,13,3,0,7,4,2,0,5,3,8,6,1,9
8214,1,2,549,26,6,1,26,6,1,7,0,3,5,1,2,8,4,9,6
8334,1,2,302,0,0,0,0,0,0,5,0,9,6,7,2,1,3,8,4
9799,1,0,284,26,6,1,13,3,0,0,7,8,2,3,5,1,6,9,4
8550,1,2,262,0,0,0,13,3,0,5,1,6,0,2,8,9,7,4,3
9693,1,3,380,17,4,0,17,4,0,7,1,2,4,0,8,6,3,9,5
9480,1,1,258,39,9,1,39,9,1,7,4,5,0,3,8,6,2,9,1
9162,1,1,467,13,3,0,13,3,0,8,7,5,0,3,9,6,4,2,1
3747,0,2,366,12,3,0,12,3,0,7,4,5,3,0,1,8,2,6,9
1477,1,1,268,29,6,1,29,6,1,1,5,3,7,2,8,6,0,4,9
1923,1,0,240,14,3,0,14,3,0,5,7,2,8,0,9,6,3,4,1
5925,0,2,183,11,3,0,11,3,0,5,2,3,1,8,9,6,7,0,4
4923,0,2,484,4,1,0,4,1,0,4,3,0,1,7,6,2,8,5,9
10069,1,1,372,11,3,0,11,3,0,4,5,7,6,1,8,2,0,3,9
7217,0,1,468,22,2,0,22,2,0,5,7,3,1,0,4,6,2,8,9
10045,1,1,182,31,7,1,31,7,1,2,7,3,4,0,1,6,8,9,5
1589,0,4,339,10,3,0,10,3,0,2,7,8,0,9,1,6,5,3,4
3893,0,1,194,12,3,0,12,3,0,5,7,1,0,4,2,8,3,6,9
8800,1,1,274,13,3,0,13,3,0,4,7,8,0,2,3,5,9,6,1
1472,0,0,257,13,3,0,13,3,0,7,2,8,6,0,9,3,4,5,1
6657,0,3,359,44,9,1,44,9,1,7,8,2,4,0,3,1,9,6,5
8519,1,0,221,9,3,0,9,3,0,0,3,2,5,7,1,4,6,9,8
1397,1,1,328,21,2,0,21,2,0,4,5,7,0,2,1,8,6,3,9
3457,0,3,479,34,7,1,18,5,0,4,7,0,2,8,5,1,3,9,6
8636,1,3,304,18,5,0,18,5,0,8,1,0,3,7,2,5,6,4,9
8598,1,2,389,5,1,0,11,3,0,4,1,7,8,6,0,2,3,9,5
6213,0,2,254,14,3,0,17,4,0,4,7,1,5,0,3,2,6,9,8
6595,0,3,256,28,6,1,28,6,1,0,1,3,2,4,7,8,9,6,5
1258,1,1,209,11,3,0,11,3,0,7,5,2,0,4,3,1,6,8,9
1903,1,1,617,17,4,0,17,4,0,7,5,0,1,3,2,8,6,9,4
9468,1,2,443,4,1,0,0,0,0,0,7,5,1,2,4,8,3,9,6
9720,1,2,197,25,6,1,25,6,1,5,7,3,2,8,0,6,9,1,4
1018,0,0,221,12,3,0,12,3,0,2,7,5,6,8,9,3,1,0,4
8279,1,2,288,36,8,1,36,8,1,7,4,0,2,5,1,8,3,6,9
6933,0,1,278,18,5,0,12,3,0,8,9,7,6,0,3,2,1,4,5
1220,1,1,281,18,5,0,18,5,0,1,6,7,0,2,9,8,3,4,5
1938,0,2,362,29,6,1,29,6,1,7,4,5,1,0,2,8,3,9,6
4651,0,3,450,26,6,1,29,6,1,7,3,4,1,8,6,2,9,5,0
9629,1,4,307,26,6,1,26,6,1,1,3,4,7,6,5,2,8,0,9
3629,0,3,269,12,3,0,11,3,0,6,9,0,8,2,5,7,3,1,4
9839,1,3,317,29,6,1,29,6,1,1,0,2,7,3,8,4,5,6,9
4715,0,3,228,25,6,1,25,6,1,7,3,2,0,4,1,6,5,8,9
5813,0,1,259,14,3,0,14,3,0,8,7,2,1,3,0,5,6,9,4
1249,0,4,253,33,7,1,10,3,0,3,6,0,8,5,2,9,4,1,7
3011,0,2,388,3,1,0,23,6,1,1,4,7,0,3,2,5,6,8,9
8517,1,3,403,13,3,0,11,3,0,1,7,5,0,3,2,8,6,9,4
1887,1,0,403,11,3,0,11,3,0,2,7,5,4,8,9,6,1,0,3
1325,0,2,204,13,3,0,14,3,0,5,4,1,7,2,6,8,3,9,0
9910,1,1,352,29,6,1,26,6,1,4,1,7,0,5,8,2,3,9,6
8652,1,1,347,10,3,0,13,3,0,7,4,2,1,8,3,5,0,6,9
6183,0,2,218,13,3,0,13,3,0,5,6,9,7,2,0,3,1,8,4
8205,1,2,291,23,6,1,26,6,1,7,0,3,2,1,5,4,6,8,9
9540,1,2,257,29,6,1,26,6,1,0,3,1,4,7,2,6,5,8,9
8731,1,2,295,13,3,0,13,3,0,7,8,6,2,5,9,1,3,0,4
6661,0,2,183,18,5,0,18,5,0,1,7,2,0,5,8,6,4,9,3
1921,0,1,339,40,9,1,40,9,1,1,2,0,8,3,5,6,4,9,7
6729,0,2,298,26,6,1,26,6,1,0,7,1,5,4,6,3,2,8,9
9642,1,2,243,39,9,1,41,9,1,4,7,5,2,3,0,1,8,9,6
4209,0,2,611,0,0,0,0,0,0,2,0,1,8,4,5,7,3,6,9
5441,0,1,434,0,0,0,0,0,0,7,2,5,0,3,6,4,8,9,1
1932,0,2,220,15,4,0,15,4,0,2,7,5,8,3,4,6,9,0,1
8275,1,3,248,12,3,0,13,3,0,4,5,7,2,0,3,1,8,6,9
1536,0,2,298,12,3,0,13,3,0,7,2,1,4,3,0,5,8,6,9
9791,1,2,332,26,6,1,23,6,1,7,0,6,1,8,2,3,9,4,5
9898,1,3,193,11,3,0,11,3,0,6,9,0,1,5,3,2,7,8,4
1718,0,1,248,12,3,0,37,8,1,7,4,5,2,8,3,6,0,1,9
3165,0,1,338,12,3,0,12,3,0,4,1,5,7,2,0,3,8,9,6
8642,1,2,290,0,0,0,0,0,0,7,4,5,0,2,1,3,6,8,9
1697,1,4,284,18,5,0,18,5,0,8,7,2,3,9,0,4,1,5,6
1080,1,2,262,40,9,1,14,3,0,7,5,0,1,2,8,6,4,3,9
1025,1,4,482,29,6,1,27,6,1,4,3,2,8,1,5,7,6,0,9
5937,0,1,355,21,2,0,31,7,1,5,4,7,0,1,2,8,3,9,6
4207,0,2,238,24,5,0,24,5,0,7,2,6,5,8,9,4,1,3,0
8308,1,2,202,0,0,0,0,0,0,2,7,1,4,8,5,6,9,0,3
6289,0,2,275,13,3,0,13,3,0,7,2,1,8,3,4,9,5,6,0
3875,0,2,194,17,4,0,14,3,0,1,4,2,5,3,7,8,6,0,9
6917,0,2,274,26,6,1,26,6,1,7,8,2,6,9,1,5,3,0,4
1019,1,2,376,29,6,1,29,6,1,3,1,8,7,2,0,6,9,5,4
1848,1,1,427,13,3,0,13,3,0,4,1,0,7,8,5,2,6,9,3
5449,0,1,275,19,5,0,19,5,0,7,0,8,3,2,5,1,9,6,4
3921,0,1,188,35,8,1,35,8,1,7,0,3,8,2,6,9,5,4,1
9070,1,0,285,20,2,0,20,2,0,0,3,5,7,6,9,2,1,4,8
10067,1,1,399,25,6,1,25,6,1,7,5,8,2,6,4,3,0,9,1
9285,1,2,399,18,5,0,18,5,0,2,8,7,1,6,3,5,9,4,0
6027,0,2,182,11,3,0,11,3,0,0,9,3,1,8,7,5,4,6,2
8957,1,2,251,12,3,0,13,3,0,6,9,7,2,5,8,3,1,0,4
1286,0,1,278,19,5,0,18,5,0,2,1,0,8,3,5,6,7,9,4
1153,1,1,297,14,3,0,14,3,0,2,0,7,6,8,9,3,5,1,4
4911,0,2,203,14,3,0,14,3,0,4,1,3,7,2,5,9,6,8,0
8633,1,0,188,18,5,0,18,5,0,5,7,1,2,0,3,8,6,9,4
8775,1,1,251,13,3,0,13,3,0,7,4,5,2,1,6,0,8,3,9
2025,1,0,289,29,6,1,29,6,1,0,2,8,3,1,9,7,6,4,5
1869,0,1,225,8,3,0,8,3,0,7,8,0,5,6,2,3,9,1,4
9104,1,5,642,20,2,0,20,2,0,5,4,2,0,7,8,1,9,3,6
7081,0,5,334,29,6,1,13,3,0,7,4,0,1,2,3,5,8,9,6
1152,1,2,283,13,3,0,13,3,0,8,7,5,6,3,1,4,0,2,9
1198,0,2,239,6,1,0,6,1,0,8,1,2,5,7,0,3,4,9,6
4815,0,1,235,14,3,0,12,3,0,7,4,1,5,0,2,3,8,6,9
1552,1,3,310,26,6,1,26,6,1,1,2,8,7,3,9,6,0,5,4
8778,1,1,322,10,3,0,14,3,0,7,3,0,2,4,8,1,6,5,9
10138,1,2,230,12,3,0,12,3,0,4,7,6,5,2,3,8,0,9,1
5845,0,2,257,14,3,0,14,3,0,7,1,4,2,5,8,6,0,3,9
1256,0,2,251,23,6,1,23,6,1,1,4,5,8,6,0,3,7,2,9
6487,0,2,186,26,6,1,13,3,0,7,2,0,6,8,1,9,5,4,3
9652,1,2,315,26,6,1,26,6,1,5,0,4,2,1,3,6,7,8,9
8030,1,1,350,4,1,0,8,3,0,2,1,3,0,6,5,8,7,9,4
4945,0,4,345,13,3,0,13,3,0,7,4,2,1,0,8,3,6,5,9
2026,1,0,282,8,3,0,8,3,0,7,0,6,3,1,5,9,2,8,4
1188,0,4,217,10,3,0,10,3,0,8,2,3,1,7,9,0,6,5,4
8457,1,1,281,14,3,0,17,4,0,7,0,2,5,8,4,3,1,6,9
5447,0,1,224,8,3,0,13,3,0,6,7,1,2,3,0,5,8,9,4
8331,1,1,369,26,6,1,13,3,0,1,8,7,2,3,0,5,6,9,4
3387,0,2,279,13,3,0,13,3,0,1,0,7,2,6,5,8,3,9,4
9487,1,1,337,18,5,0,18,5,0,2,3,7,8,6,0,1,9,5,4
1964,0,1,230,13,3,0,13,3,0,4,3,2,5,7,0,8,6,1,9
8522,1,2,217,12,3,0,2,1,0,6,2,0,7,9,8,3,1,5,4
8563,1,2,272,29,6,1,29,6,1,0,3,6,8,9,1,5,7,2,4
9338,1,1,198,14,3,0,14,3,0,3,4,7,0,5,1,2,6,8,9
3447,0,0,443,29,6,1,29,6,1,7,5,8,1,2,0,3,6,9,4
8690,1,2,240,11,3,0,11,3,0,5,0,3,1,4,7,8,6,2,9
8049,1,4,304,31,7,1,31,7,1,4,7,5,8,0,2,1,6,3,9
8852,1,2,356,26,6,1,13,3,0,7,1,5,2,6,4,8,0,3,9
9145,1,3,196,29,6,1,29,6,1,7,2,1,5,3,6,9,8,0,4
1946,0,1,398,13,3,0,11,3,0,7,1,2,8,3,0,6,9,4,5
9987,1,2,308,26,6,1,26,6,1,3,0,4,2,7,5,8,9,1,6
8989,1,1,423,14,3,0,14,3,0,2,7,8,3,0,5,4,6,1,9
8193,1,2,246,30,7,1,31,7,1,4,7,5,1,8,2,0,3,6,9
8411,1,2,538,13,3,0,11,3,0,7,2,4,5,1,8,0,3,9,6
9397,1,2,330,23,6,1,29,6,1,3,0,2,7,8,5,4,6,9,1
8965,1,3,186,42,9,1,39,9,1,4,7,1,2,8,5,3,0,6,9
3231,0,1,277,10,3,0,10,3,0,4,7,0,5,2,8,6,9,1,3
9620,1,1,252,26,6,1,26,6,1,1,0,3,2,8,6,9,7,4,5
9628,1,2,274,14,3,0,14,3,0,7,1,4,6,0,8,3,9,2,5
2006,1,1,489,4,1,0,11,3,0,5,7,0,4,2,8,1,3,6,9
5785,0,2,329,26,6,1,26,6,1,0,7,2,8,9,5,6,4,3,1
1308,0,0,315,13,3,0,13,3,0,0,3,6,9,5,1,2,7,4,8
1664,0,2,250,30,7,1,14,3,0,0,5,1,3,6,4,7,2,8,9
8174,1,2,304,7,2,0,6,1,0,8,2,7,3,0,6,1,4,9,5
